Experimenter,Design,Experiment,Condition,Correct,Subject #,Gender,Video Name,Days.Old,Age.Years,Age.Months,Condition,Trial A Verb,Trial A Condition,Trial A First Puppet,Trial A First Side (self!),Trial A First Sentence,Trial A Second Puppet,Trial A Second Side (self!),Trial A Second Sentence,Kid Response A (Striped/Dots),Kid Response A - Prag Choice?,Trial B Verb,Trial B Condition,Trial B First Puppet,Trial B First Side (self!),Trial B First Sentence,Trial B Second Puppet,Trial B Second Side (self!),Trial B Second Sentence,Kid Response B (Striped/Dots),Kid Response B - Prag Choice?,Trial C Verb,Trial C Condition,Trial C First Puppet,Trial C First Side (self!),Trial C First Sentence,Trial C Second Puppet,Trial C Second Side (self!),Trial C Second Sentence,Kid Response C (Striped/Dots),Kid Response C - Prag Choice?,Trial D Verb,Trial D Condition,Trial D First Puppet,Trial D First Side (self!),Trial D First Sentence,Trial D Second Puppet,Trial D Second Side (self!),Trial D Second Sentence,Kid Response D (Striped/Dots),Kid Response D - Prag Choice?,Notes,Feedback on trial 1? (Immediately after point),Include subject - ORIG,ReasonORIG,,CheckParadigm - NameItems,CheckParadigm - PuppetsLook,Notes,Muppet intro?,Final.Include,Final.Reason
Jenny,Within-4trials,ParentSecret,SDOD,2,200,M,subject_drop_030815_02.mpg,1256,3,5,SDOD,Eat,SD,dots,right,monkeye at,stripes,left,eat orange,stripes,eat orange,Pet,SD,stripes,left,girl pet,dots,right, pet dog,dots,pet dog,Roll,OD,red shirt,right,baby roll,yellow shirt,left,roll ball,yellow shirt,roll ball,Read,OD,black,left,boy read,white,right,read book,white,read book,,That one? Ok.,,,,,,,,1,
Melissa,Within-4trials,ParentSecret,ODSD,3,201,M,subject_drop_030815_03.MPG,1524,4,2,ODSD,Eat,OD,stripes,right ,monkey eat,dots,left ,eat orange,stripes,monkey eat,Pet,OD,stripes,left ,girl pet,dots ,right,pet dog,stripes,girl pet,Roll ,SD,black shirt,right,baby roll,white shirt,left,roll ball,black shirt,baby roll,Read,SD,yellow,left,boy read,red,right,read book,red,read book,"very energetic, wandered around room",That one? Cool!,,,,,,,,1,
Taylor,Within-4trials,ParentSecret,SDOD,0,202,F,subject_drop_030815_04.MPG,1230,3,4,SDOD,Eat ,SD,dots,right ,monkey eat,stripes,left ,eat orange,dots,monkey eat,Pet,SD,stripes,left,girl pet,dots,right,pet dog,stripes,girl pet,Roll,OD,red shirt,left,baby roll,yellow shirt,right,roll ball,yellow shirt,roll ball,Read,OD,white,right,read book,black,left,boy read,white,read book,exp reversed phrase order on trial 4,That one? Ok. ,,,,,,,,1,
Taylor,Within-4trials,ParentSecret,ODSD,1,203,M,subject_drop_030815_05.MPG,1596,4,4,ODSD,Eat,OD,stripes,right,monkey eat,dots,left,eat orange,dots,eat orange,Pet ,OD,dots,right,girl pet,dots ,left,pet dog,dots,pet dog,Roll ,SD,black shirt,right,baby roll,white shirt,right,roll ball,White shirt,roll ball,Read,SD,yellow,left,boy read,red,right,read book,yellow,boy read,"Seemed uninterested and distracted by the other kids in the room - 3 sibs/friends, all of whom were playing along w/ closing eyes.  Check if child is closing/covering eyes too!!! (update, yes)","Ok, cool!",,,,,,,,1,
Taylor,Within-4trials,ParentSecret,SDOD,3,204,F,subject_drop_030815_06.MPG,1476,4,0,SDOD,Eat,SD,stripes,right,monkey eat,dots,left,eat orange,dots,eat orange,Pet,SD,dots,left,girl pet,stripes,right,pet dog,stripes,pet dog,Roll,OD,white shirt,right,baby roll,black shirt,left,roll ball,black shirt,roll ball,Read,OD,yellow,left,boy read,red,right,read book,yellow,boy read,"I said ""girl read"" instead of boy read",OK!,,,,,,,,1,
Taylor,Within-4trials,ParentSecret,ODSD,,205,F,subject_drop_031215_01.MPG,1412,3,10,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,eat orange,stripes,eat orange,Pet,OD,stripes,left,girl pet,dots,right,pet dog,dots,pet dog,Roll ,,,,,,,,,,,,,,,,,,,,Camera stopped filming after trial 2,That one? Cool!,,,,,,,,1,
Taylor,Within-4trials,ParentSecret,SDOD,,206,F,subject_drop_031215_02.MPG,1461,4,0,SDOD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Did not make it through trial 1,,,,,,,,,0,FUSSOUT
Taylor,Within-4trials,ParentSecret,ODSD,2,207,F,subject_drop_031215_03.MPG,2523,6,10,ODSD,Eat,OD,stripes,right,monkey eat,dots,left,eat orange,stripes,monkey eat,Pet,OD,dots,right,girl pet,stripes,left,pet dog,stripes,pet dog,Roll,SD,yellow shirt,left,baby roll,red shirt,right,roll ball,yellow shirt,baby roll,Read,SD,black ,right,boy read,white,right,read book,white,read book,"was in room with younger sister before her trials, may have been distracted by sibling",that one ? Awesome.,,,,,,,,0,KID INTERFERENCE
Taylor,Within-4trials,ParentSecret,SDOD,2,208,M,subject_drop_031315_01.MPG,2440,6,8,SDOD,Eat,SD,dots ,right,monkey eat,stripes,left,eat orange,stripes ,eat orange,Pet,SD,stripes,left,girl pet,dots,right,pet dog,dots,pet dog,Roll,OD,red,right,baby roll,yellow,left,roll ball,yellow,roll ball,Read,OD,white,left,boy read,black,right,read book,white,read book,Was reluctant to geuss on first trial,Awesome.,,,,,,,,1,
Taylor,Within-4trials,ParentSecret,ODSD,,209,F,subject_drop_031315_02.MPG,2508,6,10,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,eat orange,stripes,eat orange,Pet ,OD ,stripes,left,girl pet,dots,right,pet dog,dots,pet dog,Roll,SD,red,right,baby roll,yellow,left,roll ball,red shirt,baby roll,Read,SD,,,,,,,,,Camera stopped filming after trial 3,that one ? Awesome.,,,,,,,,1,
Taylor,Within-4trials,ParentSecret,SDOD,2,211,F,subject_drop_031315_03.MPG,2269,6,2,SDOD,Eat,SD,dots,right,monkey eat,stripes,left,eat orange,stripes,eat orange,Pet,SD,stripes,left,girl pet,dots ,right,pet dog,dots,pet dog,Roll,OD,red,right,baby roll,yellow,left,roll ball,yellow,roll ball,Read,OD,white,left,boy read,black,right,read book,black,read book,Mom couldn't come in to room,"Nice, thank you for pointing ",,,,,,,,0,NO CONSENT
Taylor,Within-4trials,ParentSecret,ODSD,1,212,F,subject_drop_031315_04.MPG,1534,4,2,ODSD,Eat ,OD,dots,right ,monkey eat,stripes,left,eat orange,stripes,eat orange,Pet,OD,stripes,left,girl pet,dots,right,pet dog,dots,pet dog,Roll,SD,red,right,baby roll,yellow,left,roll ball,yellow,roll ball,Read,SD,white,right,boy read,black,right,read book,white,boy read,,That one? Cool!,,,,,,,,1,
Sub number not used,,,,,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,NUMBER NOT USED
Jenny,Within-4trials,ParentSecret,SDOD,2,214,M,subject_drop_031415_01.mpg,1350,3,8,SDOD,Eat,SD,dots,right,monkey eat,stripes,left,eat orange,dots,monkey eat,Pet,SD,stripes,left,girl pet,dots,right,pet dog,dots,pet dog,Roll,OD,red,right,baby roll,yellow,left,roll ball,yellow,roll ball,Read,OD,black,left,boy read,white,right,read book,black,boy read,Was yawning a lot during the task.,That one? OK.,,,,,,,,1,
Jenny,Within-4trials,ParentSecret,ODSD,2,215,F,subject_drop_031415_02.mpg,1453,3,11,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,eat orange,stripes,eat orange,Pet ,OD,stripes,left,girl pet,dots,right,pet dog,dots,pet dog,Roll,SD,red,right,baby roll,yellow,left,roll ball,yellow,roll ball,Read,SD,black,left,boy read,white,right,read book,white,read book,Chose both muppets on the last trial. Had to ask her to choose just one.,That one? Ok.,,,,,,,,1,
Jenny,Within-4trials,ParentSecret,SDOD,3,216,F,subject_drop_031415_03.mpg,1686,4,7,SDOD,Eat,SD,dots,right,monkey eat,stripes,left,eat orange,stripes,eat orange,Pet,SD,stripes,left,girl pet,dots,right,pet dog,dots,pet dog,Roll,OD,red,right,baby roll,yellow,left,roll ball,red,baby roll,Read,OD,black ,left,boy read,white,right,read book,white,read book,3 quick and confident points.,That one? Ok.,,,,,,,,1,
Jenny,Within-4trials,ParentSecret,ODSD,0,217,M,subject_drop_031415_04.mpg,1502,4,1,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,eat orange,stripes,eat orange,Pet,OD,stripes,left,girl pet,dots,right,pet dog,dots,pet dog,Roll,SD,red,right,baby roll,yellow,left,roll ball,yellow,roll ball,Read,SD,black ,left,boy read,white,right,read book,black ,boy read,Labeled 167 on the whiteboard but 217 in the logbook. Very excited about the secrect scenes.,That one? Ok.,,,,,,,,1,
Jenny,Within-4trials,ParentSecret,SDOD,2,218,M,subject_drop_031415_05.mpg,1435,3,11,SDOD,Eat,SD,dots,right,monkey eat,stripes,left,eat orange,stripes,eat orange,Pet,SD,stripes,left,girl pet,dots,right,pet dog,stripes,girl pet,Roll,OD,red,right,baby roll,yellow ,left,roll ball,yellow,roll ball,Read,OD,black ,left,boy read,white,right,read book,black,boy read,Labeled 168 on the whiteboard but 218 in the logbook. Speaks 10-30% Marathi at home.,That one? Ok.,,,,,,,,1,
Taylor,Within-4trials,ParentSecret,ODSD,3,219,F,subject_drop_031515_01.MPG,1554,4,3,ODSO,Eat,OD,dots,right,monkey eat,stripes,left,eat orange,dots,monkey eat,Pet,OD,stripes,left,girl pet,dots,right,pet dog,stripes,girl pet,Roll,SD,red,right,baby roll,yellow,left,roll ball,red,baby roll,Read,SD,white,left,boy read,black,right,read book,black,read book,quick to choose on first 3 more unsure on last one,This one here? Cool.,,,,,,,,1,
Taylor,Within-4trials,ParentSecret,SDOD,2,220,M,Subject_Drop_031915_01.MPG,2372,6,6,SDOD,Eat,SD,dots,right,monkey eat,stripes,left,eat orange,N/A,N/A,Pet,SD,stripes,left,girl pet,dots,right,pet dog,dots,pet dog,Roll,OD,red,right,baby roll,yellow,left,roll ball,red,baby roll,Read,OD,white,left,boy read,black,right,read book,black ,read book,Didn't want to choose on first trial,Awesome.,,,,,,,,1,
Taylor,Within-4trials,ParentSecret,ODSD,3,221,F,Subject_Drop_031915_02.MPG,2313,6,4,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,eat orange,dots,monkey eat,Pet,OD,stripes,left,girl pet,dots,right,pet dog,dots,pet dog,Roll,SD,red,right,baby roll,yellow,left,roll ball,red,roll ball,Read,SD,white,left,boy read,black,right,read book,black,read book,,That one? Cool!,,,,,,,,1,
Taylor,Within-4trials,ParentSecret,SDOD,2,222,M,Subject_Drop_031915_03.MPG,1254,3,5,SDOD,Eat,SD,dots,right,monkey eat,stripes,left,eat orange,dots,monkey eat,Pet,SD,stripes,left,girl pet,dots,right,pet dog,stripes,girl pet,Roll,OD,red,right,baby roll,yellow,left,roll ball,red,baby roll,Read,OD,white,left,boy read,black,right,read book,white,boy read,,That one? Cool!,,,,,,,,1,
Taylor,Within-4trials,ParentSecret,ODSD,3,223,M,subject_drop_032915_01.MPG,1509,4,1,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,eat orange,dots,monkey eat,Pet ,OD,stripes,left,girl pet,dots ,right,pet dog,dots,pet dog,Roll,SD,red,right,baby roll,yellow ,left,roll ball,yellow,roll ball,Read,SD,white,left,boy read,black,right,read book,black,read book,Had to be reminded to point to a muppet,That one? Cool!,,,,,,,,1,
Taylor,Within-4trials,ParentSecret,SDOD,2,224,F,subject_drop_032915_02.MPG,2189,5,11,SDOD,Eat,SD,dots,right,monkey eat,stripes,left,eat orange,stripes,eat orange,Pet,SD,stripes,left,girl pet,dots,right,pet dog,dots,pet dog,Roll,OD,red,right,baby roll,yellow,left,roll ball,yellow,roll ball,Read,OD,white,left,boy read,black,right,read book,black,read book,Sister sat with subject and participated as well,That one? Cool!,,,,,,,,0,KID INTERFERENCE
Taylor,Within-4trials,ParentSecret,ODSD,2,225,F,subject_drop_032915_03.MPG,2140,5,10,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,eat orange,dots,monkey eat,Pet,OD,stripes,left,girl pet,dots,right,pet dog,stripes,girl pet,Roll,SD,yellow,right,baby roll,red,left,roll ball,yellow,baby roll,Read,SD,white,left,boy read,black,right,read book,white,boy read,Baby brother present but not distracting.,That one? Cool!,,,,,,,,1,
Taylor,Within-4trials,ParentSecret,SDOD,3,226,F,subject_drop_032915_04.MPG,2017,5,6,SDOD,Eat,SD,dots,right,monkey eat,stripes,left,eat orange,stripes ,eat orange,Pet,SD,stripes,left,girl pet,dots,right,pet dog,stripes,girl pet,Roll,OD,red,right,baby roll,yellow,left,roll ball,red,baby roll,Read,OD,white,left,boy read,black,right,read book,white,boy read,Sisters sat with subject and participated as well,that one ? Ok.,,,,,,,,0,KID INTERFERENCE
Taylor,Within-4trials,ParentSecret,ODSD,2,227,M,subject_drop_040215_01.MPG,1354,3,8,ODSD,Eat ,OD,dots,right,monkey eat,stripes,left,eat orange,dots,monkey eat,Pet,OD,stripes,left,girl pet,dots,right,pet dog,dots,pet dog,Roll,SD,red,right,baby roll,yellow,left,roll ball,red,baby roll,Read,SD,white,left,boy read,black,right,read book,black,read book,sister sat in with subject but didn't offer help. ,That one? Cool!,,,,,,,,1,
Taylor,Within-4trials,ParentSecret,SDOD,2,228,M,subject_drop_040215_02.MPG,2035,5,6,SDOD,Eat,SD,dots,right,monkey eat,stripes,left,eat orange,dots,monkey eat,Pet,SD,stripes,left,girl pet,dots,right,pet dog,stripes,pet dog,Roll,OD,red,right,baby roll,yellow,left,roll ball,red,baby roll,Read,OD,white,left,boy read,black,right,read book,white,boy read,,Awesome.,,,,,,,,1,
Taylor,Within-4trials,ParentSecret,ODSD,0,229,F,subject_drop_040315_01.MPG,1586,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Didn't want to choose on first trial, speaks mainly Czech at home",,,,,,,,,0,BILINGUAL
Jenny,Within-4trials,ParentSecret,SDOD,2,230,F,subject_drop_040415_01.mpg,1754,4,9,SDOD,Eat,SD,dots,right,monkey eat,stripes,left,eat orange,stripes,eat orange,Pet,SD,stripes,left,girl pet,dots,right,pet dog,stripes,girl pet,Roll,OD,red,right,baby roll,yellow,left,roll ball,yellow,roll ball,Read,OD,black,left,boy read,white,right,read book,black ,boy read,Always chose the muppet to my left. ,That one? Ok.,,,,,,,,1,
Jenny,Within-4trials,ParentSecret,ODSD,4,231,F,subject_drop_040415_02.mpg,1923,5,3,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,eat orange,dots,monkey eat,Pet,OD,stripes,left,girl pet,dots,right,pet dog,stripes,girl pet,Roll,SD,red,right,baby roll,yellow,left,roll ball,yellow,roll ball,Read,SD,black ,left,boy read,white,right,read book,white,read book,A little bit distracted but very into the secret scenes. Had to repeat the last story but got the correct as soon as she saw what happened. Speaks ~40% Arabic at home. Dad interjected a couple of times to tell her to pay attention.,That one? Ok.,,,,,,,,0,BILINGUAL
Jenny,Within-4trials,ParentSecret,SDOD,3,232,F,subject_drop_040415_03.mpg,1792,4,10,SDOD,Eat,SD,dots,right,monkey eat,stripes,left,eat orange,stripes,eat orange,Pet,SD,stripes,left,girl pet,dots,right,pet dog,dots,pet dog,Roll ,OD,red ,right,baby roll,yellow,left,roll ball,red,baby roll,Read,OD,black,left,boy read,white,right,read book,white,read book,"Very excited. Made quick, confident points.",That one? Ok.,,,,,,,,1,
Jenny,Within-4trials,ParentSecret,ODSD,1,233,F,subject_drop_040415_04.mpg,1758,4,9,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,eat orange,stripes,eat orange,Pet,OD,stripes,left,girl pet,dots,right,pet dog,stripes,girl pet,Roll,SD,red,right,baby roll,yellow ,left,roll ball,red,baby roll,Read,SD,black ,left,boy read,white,right,read book,black,boy read,Had to repeat the rolling story but got it wrong.,That one? Ok.,,,,,,,,1,
Jenny,Within-4trials,ParentSecret,SDOD,2,234,F,subject_drop_040415_05.mpg,2443,6,8,SDOD,Eat,SD,dots,right,monkey eat,stripes,left,eat orange,dots,monkey eat,Pet,SD,stripes,left,girl pet,dots,right,pet dog,dots,pet dog,Roll,OD,red,right,baby roll,yellow,left,roll ball,yellow ,roll ball,Read,OD,black ,left,boy read,white,right,read book,black ,boy read,Had to repeat the eating story. Wrote #244 on the whiteboard instead of #234.,You think that one is right? Ok.,,,,,,,,1,
Jenny,Within-4trials,ParentSecret,ODSD,2,235,M,subject_drop_040415_06.mpg,2526,6,11,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,eat orange,stripes,eat orange,Pet,OD,stripes,left,girl pet,dots,right,pet dog,dots,pet dog,Roll,SD,red,right,baby roll,yellow,left,roll ball,yellow,roll ball,Read,SD,black ,left,boy read,white,right,read book,white,read book,Always chose the SD option. Guessed which object would be used in the last two stories.,,,,,,,,,1,
Jenny,Within-4trials,ParentSecret,SDOD,1,236,F,subject_drop_040415_07.mpg,1305,3,6,SDOD,Eat,SD,dots,right,monkey eat,stripes,left,eat orange,dots,monkey eat,Pet,SD,stripes,left,girl pet,dots,right,pet dog,dots,pet dog,Roll,OD,red,right,baby roll,yellow,left,roll ball,yellow,roll ball,Read,OD,black ,left,boy read,white,right,read book,white,read book,Seemed bored during the task. Made quick wrong decisions. Speaks ~50% Telegu at home.,That one? Ok.,,,,,,,,0,BILINGUAL
Jenny,Within-4trials,ParentSecret,ODSD,3,237,M,subject_drop_040415_08.mpg,1806,4,11,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,eat orange,dots,monkey eat,Pet,OD,stripes,left,girl pet,dots,right,pet dog,stripes,girl pet,Roll ,SD,red,right,baby roll,yellow,left,roll ball,red,baby roll,Read,SD,black ,left,boy read,white,right,read book,white,read book,Said the answers out loud instead of pointing. Dad left the room to take a phone call at the beginning. Had to repeat petting story. Forgot to ask about other languages but was talking to his dad in English.,That one? Ok.,,,,,,,,1,
Taylor,Within-4trials,ParentSecret,SDOD,0,238,F,subject_drop_040915_01.MPG,1768,4,19,SDOD,Eat,SD,dots,right,monkey eat,stripes,left,eat orange,dots,monkey eat,Pet,SD,stripes,left,girl pet,dots,right,pet dog,stripes,girl pet,Roll,OD,red,right,baby roll,yellow,left,roll ball,yellow,roll ball,Read,OD,white,left,boy read,black,right,read book,black,read book,"Other famliy members came into the room in the middle of the trial, but did not seem to distract her",That one? Cool!,,,,,,,,1,
Jenny,Within-4trials,ParentSecret,ODSD,2,239,F,subject_drop_041115_01.mpg,1838,5,0,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,eat orange,stripes,eat orange,Pet,OD,stripes,left,girl pet,dots,right,pet dog,dots,pet dog,Roll,SD,red,right,baby roll,yellow,left,roll ball,yellow ,roll ball,Read,SD,white,left,boy read,black,right,read book,white,read book,Always chose the SD muppet.,That one? Ok.,,,,,,,,1,
Jenny,Within-4trials,ParentSecret,SDOD,,240,F,subject_drop_041115_02.mpg,1485,4,0,SDOD,Eat,SD,dots,right,monkey eat,stripes,left,eat orange,stripes,eat orange,Pet,SD,stripes,left,girl pet,dots,right,pet dog,stripes,girl pet,Roll,OD,red,right,baby roll,yellow,left,roll ball,yellow,roll ball,Read,OD,white,left,boy read,black,right,read book,black,boy read,Sister sat in and interfered with the experiment. Answered the questions and pointed at muppets.,That one? Ok.,,,,,,,,0,KID INTERFERENCE
Jenny,Within-4trials,ParentSecret,SDOD,2,241,F,subject_drop_041115_03.mpg,1471,4,0,SDOD,Eat,SD,dots,right,monkey eat,stripes,left,eat orange,stripes,eat orange,Pet,SD,stripes,left,girl pet,dots,right,pet dog,stripes,girl pet,Roll,OD,red,right,baby roll,yellow,left,roll ball,yellow ,roll ball,Read,OD,white,left,boy read,black,right,read book,black,boy read,Very quite. Always chose the muppet on her right.,You think that one? Ok.,,,,,,,,1,
Jenny,Within-4trials,ParentSecret,ODSD,2,242,M,subject_drop_041115_04.mpg,1530,4,2,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,eat orange,N/A,N/A,Pet,OD,stripes,left,girl pet,dots,right,pet dog,stripes,girl pet,Roll,SD,red,right,baby roll,yellow,left,roll ball,yellow,roll ball,Read,SD,white,left,boy read,black,right,read book,black,boy read,Didn't make a choice on the 1st trial. Just pointed at the book. Didn't want to make a choice throughout. Kept pointing at the book. Always chose the muppet on his right.,N/A,,,,,,,,1,
Jenny,Within-4trials,ParentSecret,SDOD,1,243,M,subject_drop_041115_05.mpg,1383,3,9,SDOD,Eat,SD,dots,right,monkey eat,stripes,left,eat orange,stripes,eat orange,Pet,SD,stripes,left,girl pet,dots,right,pet dog,stripes,girl pet,Roll,OD,red,right,baby roll,yellow,left,roll ball,yellow,roll ball,Read,OD,white,left,boy read,black,right,read book,white,read book,Always chose the muppet to his right (my left) except for the last trial. Brother sat in the room and didn't help until the last trial when he pointed to the muppet.,That one? Ok.,,,,,,,,1,
Taylor,Within-4trials,ParentSecret,ODSD,0,244,F,subject_drop_041215_01.MPG,1509,4,1,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,eat orange,stripes ,eat orange,Pet,OD,stripes,left,girl pet,dots,right,pet dog,dots,pet dog,Roll,SD,red,right,baby roll,yellow,left,roll ball,red,baby roll,Read,SD,white,left,boy read,black,right,read book,white,boy read,,That one? Cool!,,,,,,,,1,
Taylor,Within-4trials,ParentSecret,SDOD,2,245,M,subject_drop_041215_02.MPG,1244,3,4,SDOD,Eat,SD,dots,right,monkey eat,stripes,left,eat orange,dots,monkey eat,Pet,SD,stripes,left,girl pet,dots,right,pet dog,dots,pet dog,Roll,OD,red,right,baby roll,yellow,left,roll ball,yellow,roll ball,Read,OD,white,left,boy read,black,right,read book,white,boy read,Guardians provided feedback after most trials,That one? Cool!,,,,,,,,0,PARENT INTERFERENCE
Taylor,Within-4trials,ParentSecret,ODSD,3,246,F,subject_drop_041615_01.MPG,1461,4,0,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,eat orange,stripes,monkey eat,Pet ,OD,stripes,left,girl pet,dots,right,pet dog,dots,pet dog,Roll,SD,red,right,baby roll,yellow,left,roll ball,yellow,roll ball,Read,SD,black,left,boy read,white,right,read book,white,read book,Changed her mind of 2nd trial,That one? Cool!,,,,,,,,1,
Taylor,Within-4trials,ParentSecret,SDOD,3,247,F,subject_drop_041715_01.MPG,1925,5,3,SDOD,Eat,SD,dots,right,monkey eat,stripes,left,eat orange,dots,monkey eat,Pet,SD,stripes,left,girl pet,dots,right,pet dog,dots,pet dog,Roll,OD,red,right,baby roll,yellow,left,roll ball,red,baby roll,Read,OD,black,left,boy read,white,right,read book,black,boy read,"Became a little distracted, asked about things in testing room",That one? Cool!,,,,,,,,1,
Taylor,Within-4trials,ParentSecret,ODSD,0,248,F,subject_drop_041715_02.MPG,1301,3,6,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,eat orange,,,Pet,OD,stripes,left,girl pet,dots,right,pet dog,dots,pet dog,Roll,SD,red,right,baby roll,yellow,left,roll ball,,,Read,SD,black,left,boy read,white,right,read book,,,"Only chose a muppet on 2nd trial, repeatedly pointed to binder on all other trials",,,,,,,,,0,FUSSOUT
Taylor,Within-4trials,ParentSecret,SDOD,2,249,F,subject_drop_041715_03.MPG,1893,5,2,SDOD,Eat,SD,dots,right,monkey eat,stripes,left,eat orange,stripes,eat orange,Pet,SD,stripes,left,girl pet,dots,right,pet dog,dots,pet dog,Roll,OD,red,right,baby roll,yellow,left,roll ball,yellow,roll ball,Read,OD,black,left,boy read,white,right,read book,white,read book,Brother was playing in room and with muppets through out trials,That one? Cool!,,,,,,,,1,
Taylor,Within-4trials,ParentSecret,ODSD,3,250,F,subject_drop_042315_01.MPG,692,1,10,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,eat orange,dots,monkey eat,Pet,OD,stripes,left,girl pet,dots,right,pet dog,dots,pet dog,Roll,SD,red,right,baby roll,yellow,left,roll ball,yellow,roll ball,Read,SD,black,left,boy read,white,right,read book,white,read book,Wrong date of birth was given,That one? Cool!,,,,,,,,0,WRONG AGE
Taylor,Within-4trials,ParentSecret,SDOD,2,251,F,subject_drop_042315_02.MPG,1399,3,9,SDOD,Eat,SD,dots,right,monkey eat,stripes,left,eat orange,dots,monkey eat,Pet,SD,stripes,left,girl pet,dots,right,pet dog,stripes,girl pet,Roll,OD,red,right,baby roll,yellow,left,roll ball,red,baby roll,Read,OD,black,left,boy read,white,right,read book,black,boy read,always chose OD,That one? Cool!,,,,,,,,1,
Taylor,Within-4trials,ParentSecret,ODSD,2,252,F,subject_drop_042315_03.MPG,1511,4,1,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,eat orange,stripes,eat orange,Pet,OD,stripes,left,girl pet,dots,right,pet dog,stripes,girl pet,Roll,SD,red,right,baby roll,yellow,left,roll ball,yellow,roll ball,Read,SD,black,left,boy read,white,right,read book,black,boy read,,That one? Cool!,,,,,,,,1,
Taylor,Within-4trials,ParentSecret,SDOD,2,253,F,subject_drop_042415_01.MPG,1157,3,2,SDOD,Eat,SD,dots,right,monkey eat,stripes,left,eat orange,dots,monkey eat,Pet,SD,stripes,left,girl pet,dots,right,pet dog,dots,pet dog,Roll,OD,red,right,baby roll,yellow,left,roll ball,red,baby roll,Read,OD,black,left,boy read,white,right,read book,white,read book,Always chose muppet to my right,That one? Cool!,,,,,,,,1,
Jenny,Within-4trials,ParentSecret,ODSD,2,254,F,subject_drop_042515_01.mpg,1196,3,3,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,eat orange,stripes,eat orange,Pet,OD,stripes,left,girl pet,dots,right,pet dog,stripes,girl pet,Roll,SD,red,right,baby roll,yellow,left,roll ball,yellow,roll ball,Read,SD,black,left,boy read,white,right,read book,black,boy read,Had a hard time getting her to choose on the 1st trial. Kept choosing both muppets. Always picked the muppet to her right.,"Ok, so you pick that one?",,,,,,,,1,
Jenny,Within-4trials,ParentSecret,SDOD,2,255,F,subject_drop_042515_02.mpg,1339,3,8,SDOD,Eat,SD,dots,right,monkey eat,stripes,left,eat orange,dots,monkey eat,Pet,SD,stripes,left,girl pet,dots,right,pet dog,stripes,girl pet,Roll,OD,red,right,baby roll,yellow,left,roll ball,red,baby roll,Read,OD,black,left,boy read,white,right,read book,black,boy read,Always chose the OD muppet.,That one? OK.,,,,,,,,1,
Jenny,Within-4trials,ParentSecret,ODSD,2,256,M,subject_drop_042514_03.mpg,1374,3,9,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,eat orange,stripes,eat orange,Pet,OD,stripes,left,girl pet,dots,right,pet dog,dots,pet dog,Roll,SD,red,right,baby roll,yellow,left,roll ball,yellow,roll ball,Read,SD,black,left,boy read,white,right,read book,white,read book,Always chose the SD muppet. Got distracted at the end.,That one? Ok.,,,,,,,,1,
Jenny,Within-4trials,ParentSecret,SDOD,4,257,F,subject_drop_042615_01.mpg,1372,3,9,SDOD,Eat,SD,dots,right,monkey eat,stripes,left,eat orange,stripes,eat orange,Pet,SD,stripes,left,girl pet,dots,right,pet dog,dots,pet dog,Roll,OD,red,right,baby roll,yellow,left,roll ball,red,baby roll,Read,OD,black,left,boy read,white,right,read book,black,boy read,Very shy - had a hard time making her choose. Kept pointing at the story. Had to repeat all four stories. Unsure pointing on last trial.,That one? Ok.,,,,,,,,1,
Jenny,Within-4trials,ParentSecret,ODSD,2,258,F,subject_drop_042615_02.mpg,1360,3,8,ODSD,Eat,OD,dots,right,monkey eat,stripes,left,eat orange,dots,monkey eat,Pet,OD,stripes,left,girl pet,dots,right,pet dog,stripes,girl pet,Roll,SD,red,right,baby roll,yellow,left,roll ball,red,baby roll,Read,SD,black,left,boy read,white,right,read book,black ,boy read,Always picked the OD muppet.,That one? Ok.,,,,,,,,1,
